latitude,longitude,is_high_seas
-6.959459459459454,172.68063788291636,1
6.55405405405406,-180.0,1
6.55405405405406,-164.33843971634008,1
6.55405405405406,-148.67687943268015,1
6.55405405405406,-133.01531914902023,1
6.55405405405406,-117.35375886536032,1
6.55405405405406,-101.6921985817004,1
6.55405405405406,-86.0306382980405,1
6.55405405405406,-70.36907801438059,0
6.55405405405406,-54.70751773072068,0
6.55405405405406,-39.04595744706077,1
6.55405405405406,-23.38439716340086,1
6.55405405405406,-7.722836879740946,0
6.55405405405406,7.938723403918967,0
6.55405405405406,23.60028368757888,0
6.55405405405406,39.26184397123879,0
6.55405405405406,54.9234042548987,1
6.55405405405406,70.58496453855861,1
6.55405405405406,86.24652482221852,1
6.55405405405406,101.90808510587844,0
6.55405405405406,117.56964538953834,0
6.55405405405406,133.23120567319825,0
6.55405405405406,148.89276595685817,1
6.55405405405406,164.5543262405181,0
20.06756756756757,-171.71755866884706,1
20.06756756756757,-155.15267600654118,0
20.06756756756757,-138.5877933442353,1
20.06756756756757,-122.02291068192945,1
20.06756756756757,-105.45802801962355,0
20.06756756756757,-88.89314535731768,0
20.06756756756757,-72.3282626950118,0
20.06756756756757,-55.763380032705925,1
20.06756756756757,-39.198497370400034,1
20.06756756756757,-22.633614708094157,1
20.06756756756757,-6.06873204578827,0
20.06756756756757,10.496150616517614,0
20.06756756756757,27.061033278823498,0
20.06756756756757,43.62591594112938,0
20.06756756756757,60.19079860343527,0
20.06756756756757,76.75568126574115,0
20.06756756756757,93.32056392804702,0
20.06756756756757,109.8854465903529,0
20.06756756756757,126.45032925265878,1
20.06756756756757,143.01521191496465,1
20.06756756756757,159.58009457727053,1
20.06756756756757,176.1449772395764,1
33.58108108108109,-180.0,1
33.58108108108109,-161.3238114512824,1
33.58108108108109,-142.64762290256482,1
33.58108108108109,-123.97143435384724,1
33.58108108108109,-105.29524580512964,0
33.58108108108109,-86.61905725641205,0
33.58108108108109,-67.94286870769446,1
33.58108108108109,-49.26668015897687,1
33.58108108108109,-30.590491610259274,1
33.58108108108109,-11.91430306154168,1
33.58108108108109,6.761885487175913,0
33.58108108108109,25.438074035893507,0
33.58108108108109,44.1142625846111,0
33.58108108108109,62.79045113332869,0
33.58108108108109,81.46663968204628,0
33.58108108108109,100.14282823076388,0
33.58108108108109,118.81901677948146,0
33.58108108108109,137.49520532819906,0
33.58108108108109,156.17139387691665,1
33.58108108108109,174.84758242563424,1
47.09459459459461,-168.5726828250962,1
47.09459459459461,-145.71804847528858,1
47.09459459459461,-122.86341412548096,0
47.09459459459461,-100.00877977567332,0
47.09459459459461,-77.15414542586572,0
47.09459459459461,-54.29951107605809,0
47.09459459459461,-31.444876726250463,1
47.09459459459461,-8.590242376442838,1
47.09459459459461,14.264391973364788,0
47.09459459459461,37.11902632317241,0
47.09459459459461,59.97366067298004,0
47.09459459459461,82.82829502278767,0
47.09459459459461,105.68292937259528,0
47.09459459459461,128.53756372240292,0
47.09459459459461,151.39219807221053,0
47.09459459459461,174.24683242201814,1
